effective_date,source_file_name,row_type,weight_unit,weight_max,zone,label,price
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,1,,54.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,2,,59.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,3,,66.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,4,,84.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,5,,106.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,6,,128.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,7,,148.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,8,,169.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,53.0,9,,169.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,1,,55.4
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,2,,59.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,3,,66.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,4,,85.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,5,,108.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,6,,130.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,7,,150.4
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,8,,171.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,54.0,9,,171.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,1,,56.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,2,,60.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,3,,67.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,4,,86.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,5,,109.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,6,,131.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,7,,152.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,8,,173.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,55.0,9,,173.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,1,,56.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,2,,61.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,3,,68.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,4,,87.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,5,,110.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,6,,133.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,7,,153.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,8,,175.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,56.0,9,,175.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,1,,57.25
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,2,,61.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,3,,68.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,4,,88.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,5,,112.25
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,6,,134.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,7,,155.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,8,,177.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,57.0,9,,177.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,1,,57.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,2,,62.25
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,3,,69.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,4,,89.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,5,,113.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,6,,136.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,7,,157.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,8,,179.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,58.0,9,,179.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,1,,58.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,2,,62.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,3,,70.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,4,,90.4
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,5,,114.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,6,,137.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,7,,158.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,8,,180.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,59.0,9,,180.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,1,,58.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,2,,63.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,3,,70.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,4,,91.3
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,5,,116.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,6,,139.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,7,,160.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,8,,182.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,60.0,9,,182.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,1,,59.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,2,,64.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,3,,71.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,4,,92.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,5,,117.3
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,6,,140.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,7,,161.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,8,,184.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,61.0,9,,184.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,1,,60.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,2,,64.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,3,,71.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,4,,92.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,5,,118.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,6,,141.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,7,,163.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,8,,185.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,62.0,9,,185.75
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,1,,60.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,2,,65.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,3,,72.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,4,,93.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,5,,119.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,6,,143.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,7,,164.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,8,,187.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,63.0,9,,187.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,1,,61.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,2,,65.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,3,,72.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,4,,94.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,5,,120.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,6,,144.5
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,7,,166.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,8,,188.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,64.0,9,,188.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,1,,61.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,2,,66.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,3,,73.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,4,,95.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,5,,121.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,6,,145.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,7,,167.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,8,,190.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,65.0,9,,190.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,1,,62.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,2,,66.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,3,,73.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,4,,95.95
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,5,,123.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,6,,147.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,7,,169.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,8,,191.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,66.0,9,,191.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,1,,62.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,2,,67.05
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,3,,74.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,4,,96.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,5,,124.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,6,,148.35
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,7,,170.4
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,8,,193.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,67.0,9,,193.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,1,,63.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,2,,67.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,3,,74.4
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,4,,97.3
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,5,,125.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,6,,149.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,7,,171.7
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,8,,194.25
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,68.0,9,,194.25
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,1,,63.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,2,,68.0
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,3,,74.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,4,,97.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,5,,126.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,6,,150.65
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,7,,172.9
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,8,,195.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,69.0,9,,195.55
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,1,,64.1
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,2,,68.45
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,3,,75.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,4,,98.6
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,5,,127.2
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,6,,151.85
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,7,,174.15
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,8,,196.8
2026-04-07,USPS Ground Advantage Retail.csv,matrix,lb,70.0,9,,196.8
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,Oversized,112.1
2026-04-07,USPS Ground Advantage Retail.csv,note,,,,"Parcels exceeding one cubic foot are charged on the actual weight or the dimensional weight, whichever is greater.",
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,"Nonstandard Length fee > 22""<=30",4.5
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,Nonstandard Length fee > 30,10.0
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,Nonstandard Volume fee > 2 cu. ft.,21.0
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,Live Animal and Perishable Handling Fee,7.5
2026-04-07,USPS Ground Advantage Retail.csv,fee,,,,Nonstandard Characteristic fee,4.5
