Customer,Customer Code,Parent Co,Parent Co Number
KCMO-892330-Public Works KC Recycle,4793,City of Kansas City Missouri,730
KCMO-892335-Public Works Recycle Ce,4794,City of Kansas City Missouri,730
KCMO-898037-CP&D Bridges Program-47,4772,City of Kansas City Missouri,730
KCMO-ESG Admin (Mohart Center)-4781,4781,City of Kansas City Missouri,730
AAFP 1000000-4050,4050,American Academy of Family Physicians,780
AgriSompo North America,9496,,
AAFP 2020550-4051,4051,American Academy of Family Physicians,780
AAFP 2020561-4052,4052,American Academy of Family Physicians,780
AAFP 2040201-4053,4053,American Academy of Family Physicians,780
AAFP 2040535-4054,4054,American Academy of Family Physicians,780
AAFP 2040606-4055,4055,American Academy of Family Physicians,780
AAFP 2060603-4056,4056,American Academy of Family Physicians,780
AAFP 2061273-4057,4057,American Academy of Family Physicians,780
Allied One Source,9362,,
Altec Industries,3838,,
AAFP 3030300-4058,4058,American Academy of Family Physicians,780
AAFP 3030600-4059,4059,American Academy of Family Physicians,780
American Baptist Churches/Central R,9505,,
AAFP 3040901-4060,4060,American Academy of Family Physicians,780
American Family Insurance,9183,,
American Family Insurance (Lee's Su,8009,,
American Holistic Nurses Associatio,9683,,
American Home Life Insurance,9506,,
AAFP 4010000-4061,4061,American Academy of Family Physicians,780
American Presort,9679,,
AAFP 4020207-4062,4062,American Academy of Family Physicians,780
American Tax Service,9508,,
American Truck Historical Society,8102,,
Americo,756,,
Ameri-Sort,3863,,
ANDAX INDUSTRIES LLC,9667,,
AAFP 4020250-4063,4063,American Academy of Family Physicians,780
Anesthesia Associates of Kansas Cit,8103,,
Anytime Labor- Las Vegas Inc. (Labo,823,,
AAFP 4020601-4064,4064,American Academy of Family Physicians,780
Apria Healthcare,8024,,
Aprio LLP,8351,,
Aprio LLP - Overland Park,3869,,
AAFP 4020602-4065,4065,American Academy of Family Physicians,780
AAFP 4020930-4066,4066,American Academy of Family Physicians,780
Ark Valley Credit Union,903,,
Armed Forces Insurance,3874,,
AAFP 4030100-4067,4067,American Academy of Family Physicians,780
AAFP 4040100-4068,4068,American Academy of Family Physicians,780
AAFP 4040301-4069,4069,American Academy of Family Physicians,780
AAFP 4040308-4070,4070,American Academy of Family Physicians,780
AAFP 4040400-4071,4071,American Academy of Family Physicians,780
AAFP 4060200-4072,4072,American Academy of Family Physicians,780
AAFP 4202001-4073,4073,American Academy of Family Physicians,780
AUBURN WASHBURN USD 437,9511,,
AAFP 4202101-4074,4074,American Academy of Family Physicians,780
AAFP 5020000-4075,4075,American Academy of Family Physicians,780
AAFP 5020300-4076,4076,American Academy of Family Physicians,780
AAFP 5020500-4077,4077,American Academy of Family Physicians,780
AAFP 5020701-4078,4078,American Academy of Family Physicians,780
AAFP 5020701-4079,4079,American Academy of Family Physicians,780
AAFP 5020702-4080,4080,American Academy of Family Physicians,780
AAFP 5030300-4081,4081,American Academy of Family Physicians,780
AAFP 5030701-4082,4082,American Academy of Family Physicians,780
AAFP 5030702-4083,4083,American Academy of Family Physicians,780
AAFP 6010100-4084,4084,American Academy of Family Physicians,780
Bay Area Air Quality Management Dis,3835,,
AAFP 6010123-4085,4085,American Academy of Family Physicians,780
Bell Credit Union,962,,
Benilde Hall,9465,,
"BERLIN-WHEELER, INC.",9513,,
Bert Nash Community Health Center,8106,,
AAFP 6010124-4086,4086,American Academy of Family Physicians,780
AAFP 6020100-4087,4087,American Academy of Family Physicians,780
Bill Good Marketing,3896,,
BIRTHRIGHT OF TOPEKA,9514,,
Blue Cross Blue Shield -EFD,3901,,
Blue Cross Blue Shield--BlueKC,741,,
Blue Ridge Bank,8010,,
AAFP 6030500-4088,4088,American Academy of Family Physicians,780
BNSF Railway,8001,,
BNSF Railway (Overland Park),8036,,
AAFP 6030600-4089,4089,American Academy of Family Physicians,780
AAFP 6040100-4090,4090,American Academy of Family Physicians,780
AAFP 6040200-4091,4091,American Academy of Family Physicians,780
BREWSTER PLACE,9516,,
Bright Tiger Dental,3812,,
AAFP 6040300-4092,4092,American Academy of Family Physicians,780
AAFP 7052402-4093,4093,American Academy of Family Physicians,780
Burlington Northtown Credit Union,3747,,
Burns & McDonnell,8109,,
Burns & McDonnell Credit Union,5620,,
AAFP 8100000-4094,4094,American Academy of Family Physicians,780
Butler & Associates,9113,,
C and S Mailing,8002,,
AAFP 8200100-4095,4095,American Academy of Family Physicians,780
AAFP 8290100-4096,4096,American Academy of Family Physicians,780
CALLAWAY CO WATER DISTRICT #1,9517,,
Capitol Federal - Overland Park,9101,,
CAPITOL FEDERAL SAVINGS & LOAN,9518,,
Capper Foundation,3858,,
Captify Health,9115,,
Caravan Ingredients,9165,,
AAFP 8350100-4097,4097,American Academy of Family Physicians,780
AAFP 8400100-4098,4098,American Academy of Family Physicians,780
CASA OF SHAWNEE COUNTY,9520,,
Catholic Family Credit Union,5130,,
CCCS of Rochester,3856,,
AAFP 8400100-4099,4099,American Academy of Family Physicians,780
Central Communications Credit Union,5129,,
AAFP 8460100-4100,4100,American Academy of Family Physicians,780
AAFP 8500100-4101,4101,American Academy of Family Physicians,780
AAFP 8500200-4102,4102,American Academy of Family Physicians,780
AAFP 8550100-4103,4103,American Academy of Family Physicians,780
AAFP 8700100-4104,4104,American Academy of Family Physicians,780
AAFP 8700200-4105,4105,American Academy of Family Physicians,780
AAFP 8700457-4106,4106,American Academy of Family Physicians,780
CHILDREN'S MERCY HOSPITAL,49,,
Children's Mercy Pediatric Care Net,622,,
CHRIST THE KING CHURCH,9521,,
AAFP 8700459-4107,4107,American Academy of Family Physicians,780
Church of the Resurrection (COR),8121,,
AAFP 8700466-4108,4108,American Academy of Family Physicians,780
AAFP 8700475-4109,4109,American Academy of Family Physicians,780
AAFP 8700500-4110,4110,American Academy of Family Physicians,780
AAFP-DEPT. 100,7400,American Academy of Family Physicians,780
City of Blue Springs,921,,
City of Bryant,9163,,
City of Chattanooga Solid Waste Div,3892,,
City of Hutchinson,3889,,
City of Independence-Procurement Di,8038,,
City of Kansas City Missouri,730,,
City of Kirksville,3893,,
City of Lawrence,9119,,
City of Leawood,3861,,
City of Lenexa,8124,,
City of Liberty,967,,
AAFP-DEPT. 101,7401,American Academy of Family Physicians,780
AAFP-DEPT. 102,7402,American Academy of Family Physicians,780
AAFP-DEPT. 103,7403,American Academy of Family Physicians,780
AAFP-DEPT. 104,7404,American Academy of Family Physicians,780
AAFP-DEPT. 105,7405,American Academy of Family Physicians,780
AAFP-DEPT. 106,7406,American Academy of Family Physicians,780
AAFP-DEPT. 107,7413,American Academy of Family Physicians,780
AAFP-DEPT. 108,7407,American Academy of Family Physicians,780
AAFP-DEPT. 109,7408,American Academy of Family Physicians,780
AAFP-DEPT. 206,7409,American Academy of Family Physicians,780
City of Overland Park,839,,
City of Topeka,9356,,
CITY OF TOPEKA REG,9523,,
CITY OF TOPEKA-Public Works (Other,9524,,
City of Wamego,9103,,
AAFP-DEPT. 303,7410,American Academy of Family Physicians,780
City Union Mission,8045,,
AAFP-DEPT. 409,7411,American Academy of Family Physicians,780
AAFP-DEPT. 906,7412,American Academy of Family Physicians,780
Administrative Services General Ope,7270,American Academy of Family Physicians,780
AMA Young Physician's Section,7206,American Academy of Family Physicians,780
American Academy of Family Physicia,780,,
Clay County Assessor's Office,3700,,
Clay County Collectors,848,,
Clinical Reference Labs--Insurance,486,,
Clinical Reference Labs-Toxicology,295,,
Clinical Reference Labs--Wellness M,909,,
COGENT IDEAS INC,9525,,
Executive General Counsel Gen Opera,7010,American Academy of Family Physicians,780
Executive General Operating Segment,7000,American Academy of Family Physicians,780
Community America Credit Union,804,,
Community Blood Center,8007,,
Executive Inter. & Inter Profession,7030,American Academy of Family Physicians,780
FOUNDATION---AAFP,7300,American Academy of Family Physicians,780
Community First Credit Union,960,,
Community of Christ,8137,,
Compass Minerals,3702,,
General Division Operations,7390,American Academy of Family Physicians,780
INSURANCE--AAFP,7310,American Academy of Family Physicians,780
"Continental Consulting Engineers, I",3886,,
Control Printing,5120,,
Cookman Law PC,3873,,
"Cooperative Finance Association, In",9256,,
STFM---AAFP,7290,American Academy of Family Physicians,780
Copy Center & First Impressions,9675,,
COPY CENTER OF TOPEKA,9527,,
"Copy-Rite Printing, Inc",3719,,
Core First Bank & Trust,9528,,
TransforMED; General Operating,7360,American Academy of Family Physicians,780
Corpus Christi Catholic Church,9847,,
80's Server,1025,Multi Service/TreviPay,833
Air BP,1006,Multi Service/TreviPay,833
Air Routing,1030,Multi Service/TreviPay,833
Air-Sea,1036,Multi Service/TreviPay,833
Audio Outfitters,1035,Multi Service/TreviPay,833
Avfuel,1005,Multi Service/TreviPay,833
Aviation Billing/Friday Checks,1003,Multi Service/TreviPay,833
Aviation Customer Service,1004,Multi Service/TreviPay,833
Aviation Management Reports,1016,Multi Service/TreviPay,833
BBS,1019,Multi Service/TreviPay,833
Crossroads Credit Union-KS,296,,
Blue Tarp,1013,Multi Service/TreviPay,833
BP (DTR Window) Billable,1015,Multi Service/TreviPay,833
Carrier Priority,1031,Multi Service/TreviPay,833
Chevron,1024,Multi Service/TreviPay,833
Customer Estimate,3860,,
Clark (no longer exist),1023,Multi Service/TreviPay,833
Cummins Inc.,1037,Multi Service/TreviPay,833
Detroit Diesel,1022,Multi Service/TreviPay,833
Esso Puerto Rico,1018,Multi Service/TreviPay,833
Exxon/Non Billable,1020,Multi Service/TreviPay,833
Exxon-Billable,1009,Multi Service/TreviPay,833
Fleet Billing & Fleet Mgmt. Reports,1001,Multi Service/TreviPay,833
Dairy Farmers of America_1,8015,,
"DCCCA, Inc",3830,,
Demdaco,5235,,
Fleet Charge,1014,Multi Service/TreviPay,833
Department of Public Safety Federal,957,,
Deployed Resources,3881,,
Fleet/Customer Service,1002,Multi Service/TreviPay,833
Fleetpack (no longer exist),1028,Multi Service/TreviPay,833
DFA,597,,
DH LAWN & GARDEN EQUIPMENT,9533,,
DIAMOND PRINTING,9534,,
GM,1026,Multi Service/TreviPay,833
Disabled American Veterans,3815,,
Heritage Map,1034,Multi Service/TreviPay,833
District 8 Hwy Employees CU,902,,
Induction Dynamics,1029,Multi Service/TreviPay,833
District One Highway C.U.,5109,,
International Mail,1012,Multi Service/TreviPay,833
Mack,1017,Multi Service/TreviPay,833
Macro Music,1027,Multi Service/TreviPay,833
Marquee Wines,1032,Multi Service/TreviPay,833
Misc/Personal,1008,Multi Service/TreviPay,833
Open Road,1007,Multi Service/TreviPay,833
Shell Aviation,1033,Multi Service/TreviPay,833
Team 2000,1010,Multi Service/TreviPay,833
Texaco now Chevron,1011,Multi Service/TreviPay,833
Volvo / Fleet Force,1021,Multi Service/TreviPay,833
1340 - Northeast HS,5502,Kansas City Public Schools,984
9230 - Missouri Options,5566,Kansas City Public Schools,984
A/P CHECKS--8412,5563,Kansas City Public Schools,984
A+ Schools Program 536173.901,5608,Kansas City Public Schools,984
"Accounting,A/P,Treasury,Payroll - 4",5476,Kansas City Public Schools,984
ACCPA 11670,5606,Kansas City Public Schools,984
ACE COLLEGIUM--1670,5509,Kansas City Public Schools,984
ACE LOWER--5420,5541,Kansas City Public Schools,984
Admin. Service Center - 422,5480,Kansas City Public Schools,984
Admissions-161,5460,Kansas City Public Schools,984
ADULT/VOCATIONAL EDUC.-7520,5559,Kansas City Public Schools,984
ADULT/VOCATIONAL EDUC.-8520,5565,Kansas City Public Schools,984
ADULT/VOCATIONAL EDUC.-9520,5570,Kansas City Public Schools,984
AEL DESE Grant - Category 2 - 53616,5597,Kansas City Public Schools,984
AEL Local Agreements -536163.936,5598,Kansas City Public Schools,984
AEL/Missouri Options - 536163.905,5599,Kansas City Public Schools,984
ANDERSON--1130,5498,Kansas City Public Schools,984
ASKEW--4040,5514,Kansas City Public Schools,984
Assessment and Academic Precision-1,5607,Kansas City Public Schools,984
Assessment/Testing-271,5468,Kansas City Public Schools,984
Assoc. Supt -Business & Finance-140,5457,Kansas City Public Schools,984
Athletics Activities - 580,5487,Kansas City Public Schools,984
ATTUCKS--4060,5515,Kansas City Public Schools,984
Bilingual (ESL),5496,Kansas City Public Schools,984
BILINGUAL--7812,5562,Kansas City Public Schools,984
Board Services-20,5450,Kansas City Public Schools,984
BORDER STAR--4300,5517,Kansas City Public Schools,984
Budget&Fiscal planning - 414,5477,Kansas City Public Schools,984
CARVER--4290,5516,Kansas City Public Schools,984
CENTRAL ACADEMY--2060,5510,Kansas City Public Schools,984
Douglas County Admin - Elections,9217,,
Douglas County Admin - Jail,8147,,
Douglas County Admin - Treasurer,8017,,
Douglas County Admin- District Ct,8144,,
Douglas County Admin- Public Works,8148,,
Douglas County Health Dept,8146,,
DOUGLAS COUNTY RURAL WATER DISTRICT,9536,,
"Douglas County, KS",873,,
Central High School 536160.310,5583,Kansas City Public Schools,984
DSS Family Support Division,9442,,
DST Systems,3745,,
E Screen,9125,,
E&J's Barbershop,9321,,
CENTRAL--1100,5497,Kansas City Public Schools,984
Chief Operations Officer-175,5461,Kansas City Public Schools,984
COORDINATOR SPECIAL EDUC.-7534,5560,Kansas City Public Schools,984
Curriculum & Instruction-270,5467,Kansas City Public Schools,984
Curriculum & Professional Develop-2,5462,Kansas City Public Schools,984
Custodial Services-319,5471,Kansas City Public Schools,984
"ECOTEC ASSOCIATES, LCC.",9537,,
Edelman & Thompson,9349,,
Edelman Financial,8217,,
Edward J. Rice Co,3734,,
Elco Mutual,9330,,
DEPUTY SUPERINTENDENT--7201,5555,Kansas City Public Schools,984
Discipline/Hearing Office-108,5455,Kansas City Public Schools,984
Empower Retirement-Sara Tignor,687,,
DM PINKERTON--5220,5537,Kansas City Public Schools,984
Drop Out Prevention Office--1188,5499,Kansas City Public Schools,984
Envelope Estimate,3887,,
Early Childhood - 10731,5616,Kansas City Public Schools,984
Early Childhood/Parents as Teachers,5609,Kansas City Public Schools,984
Early College Academy-5617 11.0575.,5617,Kansas City Public Schools,984
Episcopal Diocese of Kansas,9690,,
East high School - 536160.310,5587,Kansas City Public Schools,984
Essity,8108,,
EAST HIGH SCHOOL--1580,5507,Kansas City Public Schools,984
Eufaula Water Works,3882,,
Evergy,9538,,
EMPLOYEE PAID POSTAGE-9245,5567,Kansas City Public Schools,984
Enrollment office 11.0203.536171.00,5611,Kansas City Public Schools,984
Environ Svcs Dept.-311,5469,Kansas City Public Schools,984
Exceptional Education - 534,5483,Kansas City Public Schools,984
External Affairs Office-106,5454,Kansas City Public Schools,984
FAXON MONTESSORI--4420,5521,Kansas City Public Schools,984
Food Service - 418,5479,Kansas City Public Schools,984
FOREIGN LANGUAGE ACAD.--4350,5520,Kansas City Public Schools,984
Fairbanks Scales,8164,,
FRANKLIN--4450,5522,Kansas City Public Schools,984
GARCIA--5630,5547,Kansas City Public Schools,984
FARMERS INSURANCE GROUP,9540,,
Farmland Foods,5349,,
GARFIELD--4460,5523,Kansas City Public Schools,984
FBL Financial,8008,,
"FCS Administrators, Inc.",3883,,
Federated Rural Electric Insurance,8020,,
Ferrell Gas,383,,
Gifted & Talented - 595,5488,Kansas City Public Schools,984
Fidelity State Bank,9697,,
GLADSTONE--4500,5524,Kansas City Public Schools,984
GLOBAL ELEM. EDUC.--9450,5569,Kansas City Public Schools,984
Global Elementart Education - 450,5482,Kansas City Public Schools,984
GLOBAL ELEMENTARY EDUC.--7450,5558,Kansas City Public Schools,984
GLOBAL ELEMENTARY EDUC.-8450,5564,Kansas City Public Schools,984
Guidance Services-203,5463,Kansas City Public Schools,984
Hale Cook,5614,Kansas City Public Schools,984
HARTMAN--4580,5525,Kansas City Public Schools,984
HEADSTART--7705,5561,Kansas City Public Schools,984
HOLIDAY MONTESSORI--5450,5544,Kansas City Public Schools,984
HUMAN RESOURCES/BENEFITS--7180(5554,5554,Kansas City Public Schools,984
Information Technology Svc - 416,5478,Kansas City Public Schools,984
INFORMATION TECHNOLOGY SVC.--7416,5557,Kansas City Public Schools,984
"Forrest T. Jones & Company, Inc.",3879,,
Forza Resources,3877,,
Innovation & Special Projects-0204,5449,Kansas City Public Schools,984
Inservice-Drug Free-370,5474,Kansas City Public Schools,984
FRIENDS OF THE TOPEKA ZOO,9541,,
G & R PRINTING INC,9542,,
Internal Audit-145,5459,Kansas City Public Schools,984
JAMES--4700,5526,Kansas City Public Schools,984
Kansas City Public Schools,984,,
KC MIDDLE School of the Arts-2300,5512,Kansas City Public Schools,984
KCMO School District Food Service,802,Kansas City Public Schools,984
KCPS Middle College - 0291,5621,Kansas City Public Schools,984
KING--4750,5527,Kansas City Public Schools,984
KNOTTS--4760,5528,Kansas City Public Schools,984
LADD--4800,5529,Kansas City Public Schools,984
Legal Counsel--143,5458,Kansas City Public Schools,984
LINCOLN COLLEGE PREP HS--1220,5501,Kansas City Public Schools,984
LINCOLN MS--2180,5511,Kansas City Public Schools,984
LINWOOD MULTI-PURPOSE CENTER-9255,5568,Kansas City Public Schools,984
LONGAN--4860,5530,Kansas City Public Schools,984
LONGFELLOW--4880,5531,Kansas City Public Schools,984
M.O.S.E.-315,5470,Kansas City Public Schools,984
MCCOY--4900,5532,Kansas City Public Schools,984
Medicaid Office 31.0777.536172.451.,5613,Kansas City Public Schools,984
MELCHER--5020,5533,Kansas City Public Schools,984
MERCY HOSPITAL--7130,5553,Kansas City Public Schools,984
MOORE--5060,5534,Kansas City Public Schools,984
NORTHEAST ELEMENTARY--5090,5535,Kansas City Public Schools,984
Northeast High title 1,5610,Kansas City Public Schools,984
Garden City Teachers CU,5194,,
NORTHEAST HS--1340,5585,Kansas City Public Schools,984
Garmin International,9134,,
Northeast Middle,5615,Kansas City Public Schools,984
GEHA -EFD Mailing,3899,,
Nursing Svcs/School Based/School Li,5495,Kansas City Public Schools,984
Opportunity Classrooms - 734,5494,Kansas City Public Schools,984
Outreach/Public Relations-110,5456,Kansas City Public Schools,984
GILBERT TAX SERVICE,9546,,
PAIGE--5430,5542,Kansas City Public Schools,984
"Global Connections, Inc",3880,,
Parent Resource Center-30,5451,Kansas City Public Schools,984
Parents as Teachers - 733,5493,Kansas City Public Schools,984
PASEO HS--1400,5503,Kansas City Public Schools,984
PAYROLL CHECKS--7412,5556,Kansas City Public Schools,984
PHILLIPS--5200,5536,Kansas City Public Schools,984
Goetz Credit Union,9109,,
GRACE CATHEDRAL,9670,,
Grand Lodge of Kansas,8030,,
"Great Direct Concepts, LLC",3853,,
GREAT LIFE GOLF & FITNESS,9548,,
Great Plains Trust Company,5055,,
Greater Topeka Partnership,9692,,
GreatLIFE Topeka,3826,,
Pioneer Grant,5623,Kansas City Public Schools,984
"H & H Color Lab, Inc",5122,,
HAGERTY MOTOR SPORTS,9550,,
Pioneer Grant 10180-1,5602,Kansas City Public Schools,984
HALL COMMERCIAL PRINTING,9551,,
PITCHER--5240,5538,Kansas City Public Schools,984
Prevention Intervention 10103,5605,Kansas City Public Schools,984
Professional Development-220,5465,Kansas City Public Schools,984
Purchasing - 430,5481,Kansas City Public Schools,984
"Research & Evaluation,Student Recor",5486,Kansas City Public Schools,984
Research and Assessment 0170,5622,Kansas City Public Schools,984
RICHARDSON--5250,5539,Kansas City Public Schools,984
RJ DELANO--6030,5552,Kansas City Public Schools,984
ROGERS--4330,5519,Kansas City Public Schools,984
Safety and Security-322,5472,Kansas City Public Schools,984
School Leadership-211,5464,Kansas City Public Schools,984
SOUTHEAST HS--1460,5504,Kansas City Public Schools,984
SOUTHWEST ECC--1520,5505,Kansas City Public Schools,984
Southwest High 536178.316,5601,Kansas City Public Schools,984
Students Records 31.0203.536171.480,5612,Kansas City Public Schools,984
Success Academy (Anderson) 11120,5604,Kansas City Public Schools,984
Success Academy (Knotts) 14760,5603,Kansas City Public Schools,984
Summer School - 785,5571,Kansas City Public Schools,984
Superintendent-100,5452,Kansas City Public Schools,984
SWINNEY--5500,5545,Kansas City Public Schools,984
Technology-245,5466,Kansas City Public Schools,984
TEENAGE PARENT CENTER--1550,5506,Kansas City Public Schools,984
Textbook Depository - 567,5485,Kansas City Public Schools,984
TITLE 1 - 542,5484,Kansas City Public Schools,984
TITLE 1-Community Involvement - 706,5490,Kansas City Public Schools,984
TITLE 1-Extended Learning - 722,5492,Kansas City Public Schools,984
TITLE 1-Inservice - 710,5491,Kansas City Public Schools,984
Transportation-324,5473,Kansas City Public Schools,984
TROOST--5580,5546,Kansas City Public Schools,984
Truancy-103,5453,Kansas City Public Schools,984
Vocational Education 536161.935,5580,Kansas City Public Schools,984
Vocational Education-536161.056,5579,Kansas City Public Schools,984
WEEKS--5650,5548,Kansas City Public Schools,984
WEST ROCK CREEK--5320,5540,Kansas City Public Schools,984
Hantover,9138,,
westport HS--1640,5508,Kansas City Public Schools,984
WHEATLEY--5660,5549,Kansas City Public Schools,984
WHITTIER--5700,5550,Kansas City Public Schools,984
WOODLAND--5740,5551,Kansas City Public Schools,984
0101 First District At Large,3550,Jackson County MO,986
0102 Second District at Large,3551,Jackson County MO,986
0104 First District,3552,Jackson County MO,986
0105 Second District,3553,Jackson County MO,986
0106 Third District,3554,Jackson County MO,986
0107 Fourth District,3555,Jackson County MO,986
0108 Fifth District,3559,Jackson County MO,986
0109 Sixth District,3557,Jackson County MO,986
0112 legislature As a Whole,3556,Jackson County MO,986
0201 Clerk of County Legislature,3560,Jackson County MO,986
029-4101 Pros Atty-Bad Check Unit,3582,Jackson County MO,986
1001 County Executive,3562,Jackson County MO,986
1101 County Counselor,3563,Jackson County MO,986
1202 human Resources,3564,Jackson County MO,986
1204 Facilities Mgmt- KC,3565,Jackson County MO,986
1221 Office of Communications,3566,Jackson County MO,986
1222 Emergency Preparedness,3567,Jackson County MO,986
1305 Information Technology/GIS,3688,Jackson County MO,986
1403 Collections Department,3569,Jackson County MO,986
1404 Finance & Purchasing Dept.,3568,Jackson County MO,986
1406 Senior Tax Relief,3687,Jackson County MO,986
1501 Director-Public Works,3570,Jackson County MO,986
1502 Engineering,3572,Jackson County MO,986
1503 Environmental Health,3573,Jackson County MO,986
1504 PW Development,3574,Jackson County MO,986
1506 Road & Bridge Maintenance,3575,Jackson County MO,986
1601 Director-parks,3576,Jackson County MO,986
Heritage Bank,9735,,
1606 Special Recreation,3577,Jackson County MO,986
Highway Crossroads Credit Union,913,,
HNTB,8026,,
1801 Recorder of Deeds,3578,Jackson County MO,986
Holy Ghost Credit Union,609,,
Holy Rosary Credit Union,440,,
Home Association of Kansas City,9137,,
Home Improvement Gallery,9729,,
Horizon Credit Union,904,,
Housing Authority of KCMO,932,,
1902 Assessment Department,3579,Jackson County MO,986
2304 Population Control,3589,Jackson County MO,986
HUMANITIES KANSAS,9553,,
Hutchinson Government Employees CU,905,,
IAPD,9554,,
IBEW Local 124,9139,,
IETF,734,,
IHOPFCF,693,,
2701 Corrections Department,3580,Jackson County MO,986
3004 Municipal Court,3597,Jackson County MO,986
Independence School District,8041,,
3501 Public Administrator,3581,Jackson County MO,986
3601 Rock Island Rail Corridor Auth,3598,Jackson County MO,986
4101 Prosecuting Attorney,3583,Jackson County MO,986
4103 Pros Atty Family Support,3596,Jackson County MO,986
4135 Grant Match,3584,Jackson County MO,986
4151 JC Drug Task Force,3585,Jackson County MO,986
4152 Pros Atty Criminal Pros,3588,Jackson County MO,986
4154 Pros Atty Deferred Pros,3586,Jackson County MO,986
4156 Pros Comm Crim/Drug Prev P,3587,Jackson County MO,986
4201 Sheriff,3590,Jackson County MO,986
4401 COMBAT Administration,3591,Jackson County MO,986
4501 Human Relats & Ctzn Complain,3592,Jackson County MO,986
IPFS Corporation,729,,
J Tenbrink & Associates,5084,,
Jackson County Assessment,5179,,
Jackson County Circuit Court,5237,,
5007 Board of Equalization,3593,Jackson County MO,986
Jackson County Family Court,291,,
5501 JC Election Board,3594,Jackson County MO,986
7001 Housing Resource Commission,3595,Jackson County MO,986
Jamie Hornbaker State Farm Agency,9734,,
JANOSIK INSURANCE,9556,,
Jason M. Burk,3895,,
JAYHAWK AREA COUNCIL BOY SCOUTS,9557,,
JCCC,8013,,
JE Dunn,3724,,
JEFFERSON COUNTY CONSERVATION DISTR,9558,,
JEFFERSON COUNTY HUMANE SOCIETY,9559,,
Jo Bro Enterprises,3847,,
Jackson County MO,986,,
KANSAS GAS SERVICE - KC,9569,"One Gas, Inc.",3857
KANSAS GAS SERVICE_1,9568,"One Gas, Inc.",3857
KU Adams Alumni Center,8280,The University of Kansas,3871
KU Architecture,8281,The University of Kansas,3871
KU Athletic Corp,8282,The University of Kansas,3871
KU Career Center,8283,The University of Kansas,3871
KU Center for Research,8284,The University of Kansas,3871
KU Center for Undergraduate Researc,9459,The University of Kansas,3871
KU Dept of Physics & Astronomy,9438,The University of Kansas,3871
KU Edwards - Administration,8286,The University of Kansas,3871
KU Edwards - Community Engagement,9487,The University of Kansas,3871
KU Edwards - Dept of Communicatin S,9474,The University of Kansas,3871
KU Edwards - Education Dept,9477,The University of Kansas,3871
KU Edwards - Electrical Eng & Compu,9480,The University of Kansas,3871
KU Edwards - Engineering Management,9476,The University of Kansas,3871
KU Edwards - Faculty & Academic Sup,9488,The University of Kansas,3871
KU Edwards - Journalism,9478,The University of Kansas,3871
KU Edwards - KU Alumni,9482,The University of Kansas,3871
KU Edwards - KU Endowment Assoc.,9481,The University of Kansas,3871
KU Edwards - Lifelong & Prof Ed Adm,9489,The University of Kansas,3871
KU Edwards - LPE PP Aerospace short,9490,The University of Kansas,3871
KU Edwards - LPE PP Conf & Courses,9492,The University of Kansas,3871
KU Edwards - LPE PP Technology  Cou,9491,The University of Kansas,3871
KU Edwards - LPE Registration,9494,The University of Kansas,3871
KU Edwards - Pathways,9484,The University of Kansas,3871
KU Edwards - Public Admin,9475,The University of Kansas,3871
KU Edwards - School of Prof Studies,9486,The University of Kansas,3871
KU Edwards - Soc. Welfare/ Prof & C,9473,The University of Kansas,3871
KU Edwards - Social Welfare,9479,The University of Kansas,3871
KU Edwards - Student Success,9485,The University of Kansas,3871
KU Edwards Campus,8161,The University of Kansas,3871
KU Engineering - Office,8287,The University of Kansas,3871
KU Engineering - Recruiting,8277,The University of Kansas,3871
KU Hospital Authority (8309),8309,The University of Kansas,3871
KU Human Resource Management,8291,The University of Kansas,3871
KU International Student Services,8292,The University of Kansas,3871
KU Liberal Arts,8293,The University of Kansas,3871
KU Lied Center,9400,The University of Kansas,3871
KU Office of Admissions & Scholarsh,8279,The University of Kansas,3871
KU Office of the University Registr,8304,The University of Kansas,3871
KU O'Leary,9218,The University of Kansas,3871
KU Public Management Center,8296,The University of Kansas,3871
KU School of Journalism,8300,The University of Kansas,3871
Johnson Co. Office of the County Ap,855,,
Johnson County District Court Trust,976,,
Johnson County Health Department,858,,
Johnson County Inter-Library Loan,5239,,
Johnson County Kansas  - Planning/C,9495,,
Johnson County Library Home Connect,3827,,
Johnson County Library Program Serv,3742,,
Johnson County Wastewater,5399,,
Johnston Fiss Insurance,8275,,
KU School of Music,3833,The University of Kansas,3871
KU School of Public Affairs and Adm,8295,The University of Kansas,3871
KANSAS ANTHROPOLOGICAL ASSOCIATION,9562,,
Kansas Assc of Retired School Perso,9686,,
KU Student Accounts,8285,The University of Kansas,3871
Kansas City Life Insurance,535,,
KU Student Financial Aid,8288,The University of Kansas,3871
Kansas City Zoo,286,,
KANSAS DEMOCRATIC PARTY,9565,,
Kansas Elks Association,9732,,
KANSAS EMERGENCY MEDICAL SVCS ASSOC,9566,,
KANSAS FAIR PLAN,9567,,
KU Study Abroad & Global Engagement,9410,The University of Kansas,3871
KU University Press,9374,The University of Kansas,3871
Kansas Historical Society,9756,,
KANSAS JUDICIAL CENTER,9570,,
"KANSAS LEGAL SERVICES, INC.",9571,,
Kansas Masonic Foundation,9680,,
Kansas Medical Clinic,9723,,
KANSAS MOTOR CARRIERS ASSOCIATION,9573,,
KANSAS NATIONAL EDUCATION ASSOCIATI,9574,,
Kansas Republican Party,3884,,
Kansas Secretary of State,3888,,
